ID,Title (EN),Title (JP),Component ID,Component Name,Previous ID,Artist name (EN),Artist name (JP),Description (EN),Description (JP),Contributors (EN),Contributors (JP),Creation Date,Color,Sound,"Run time
(HH:MM:SS)",Collection,Media Type,Media Format,Component Type,Relation,Film Process Type,Film Element Type,Film Wind,FPS,Audio Speed,Brand,Reel Size,Audio Reel Capacity,Video Stock Length,Video Standard,File Name,Codec,Codec ID,File Size (GB),Duration,Bit Rate,Dimensions,Display Aspect Ratio,Bit Depth,Scan Type,Encoded Date,Provenance,Viewing Restrictions,Terms of Governing Use,Housing Annotations,Item Annotations　,Condition Notes,Notes,"Date of Entry
(MM-DD-YYYY))",Cataloger
3,Horizon,水平線,KN_058,,,,,Horizon '71,水平線　'71,,,,,,,Nakajima,Video,U-matic ,,,,,,,,KCS10,,,20,NTSC,,,,,,,,,,,,,,,水平線、　エフェクト、　ホライゾン　’７１,水平線、　少々エフェクト編、　水平線　ストップ分、　OK分、　オリジナル、,Tape is in good condition. Mild sticky shed smell,,,
3,Horizon,水平線,KN_059,,,,,Horizon,水平線,,,,,,,Nakajima,Video,U-matic ,,,,,,,,Victor KCS20,,,20,NTSC,,,,,,,,,,,,,,,水平線　素材、,水平線、　54.11.6　DUB,Tape is in good condition. Mild sticky shed smell,dub noted on label,,
3,Horizon,水平線,KN_060,,,,,Horizon,水平線,,,,,,,Nakajima,Video,U-matic ,,,,,,,,,,,20,NTSC,,,,,,,,,,,,,,,水平線　素材、　水平線　沖縄ロケ素材、,,Tape is in good condition. Mild sticky shed smell,,,
3,Horizon,水平線,KN_062,,,,,Horizon,水平線,,,,,,,Nakajima,Video,U-matic ,,,,,,,,,,,20,NTSC,,,,,,,,,,,,,,,水平線,水平線,Tape in good condition. Mild sticky shed smell ,,,
4,　Biological Cycle 71' - 82',生物学的サイクル　Biological Cycle 71' - 82',KN_013,,,NAKAJIMA Ko,中嶋興氏,Biological Cycle Part 2 or 3.,生物学的サイクル　Part 2 か３。,,,,,,00:08:00,Nakajima,Video,U-matic,,,,,,,,KCS-20,,,20,NTSC,,,,,,,,,,,,,,,生物学的サイクル　Biological Cycle 71' - 82'、　By Kou NAKAJIMA、　TOKYO JAPAN,Biological Cycle 1971-1982、　'8.00、　■■■cr、　AUDIO 1・2CHi,Tape has some damage visible. Mild sticky smell. ,"Biological cycle 1971 - 1982, audio 2 ch, 8min, color. ",,
4,Biological Cycle,生物学的サイクル,KN_002,,,NAKAJIMA Ko,中嶋興氏,Title for Film Scramble [is that a work?]. This was screened at Sogetsu Art Center [a two-person exhibition with Kamei?].,Film Scramble のためのタイトル。1970s。草月にて上映した作品（亀井との二人展?）：アートセンター解体後？,,,　1974,Color,,,Nakajima,Film,16mm,,,,Original / オリジナル,,,,,,,,,,,,,,,,,,,,,,,アメリカンセンターの、　パーフォレーション、　昭和49年５月１日、　ネガのみ、　CR、　画、　中島プロ、手現像作品、　自分で現,パーフォレーション,Film has a clear vinegar smell. Stored in 35mm metal can,"悪いコンディションにより「フィルム箱」に移動。In the Film Box because of bad condition. (AA)
PO: Original element, handmade per interview with artist. Fuji safety 32. Approx 300 - 400ft. ",,
4,Biological Cycle,生物学的サイクル,KN_003,,,NAKAJIMA Ko,中嶋興氏,,,,,,,,,Nakajima,Film,16mm,,,,Original / オリジナル,,,,,,,,,,,,,,,,,,,,,,,ネガ、　35mm、　４月２８日、　TEL４０８ー５７４９、　中嶋興,スクランブル、　３/１１、　南郷村、　フィルムスクランブル,vinegar smell and not on cores. Needs to be inspected and re-housed/put on cores. Stored in 35mm metal can,"悪いコンディションにより「フィルム箱」に移動。In the Film Box because of bad condition.
PO: 7 small rolls of trims. All with clear vinegar smell and small (~100ft each). Can says negative film for biological cycle. Various elements for biological cycle. ""Film Scramble"" elements in the can, different work?",,
4,Biological Cycle,生物学的サイクル,KN_004,,,NAKAJIMA Ko,中嶋興氏,For film processing use. ,"現像用。1974.12., 1976.07.26. 横浜シネマ現像所",,,,Color,Sound Stereo / ステレオ,,Nakajima,Film,16mm,,,,Track Negative /　トラックネガ,,,,,,,,,,,,,,,,,,,,,,,生物学サイクル　ネガとポジ、　生物学的サイクル　ポジ,S51　７/２６、　中島プロ、　生物的サイクル、　,"track negative. fuji saftey 74js. 2 reels of 16mm, one print with stereo variable area sound. Picture is very red/faded. Strong vinegar smell","悪いコンディションにより「フィルム箱」に移動。In the Film Box because of bad condition.
PO: timing instructions in can (biological cycle, 1976) ",,
4,Biological Cycle,生物学的サイクル,KN_004,,,NAKAJIMA Ko,中嶋興氏,,,,,,Color,Sound Stereo / ステレオ,,Nakajima,Film,16mm,,,,Print /　プリント,,,,,,,,,,,,,,,,,,,,,,,,,"track negative. fuji saftey 74js. 2 reels of 16mm, one print with stereo variable area sound. Picture is very red/faded. Strong vinegar smell","timing instructions in can (biological cycle, 1976) ",,
4,Biological Cycle,生物学的サイクル,KN_021,,,NAKAJIMA Ko,中嶋興氏,"Biological Cycle, camera original.",生物学的サイクル　素材,,,,BW,Silent / サイレント,,Nakajima,Film,35mm,,,Negative / ネガ,Original / オリジナル,,,,,,,,,,,,,,,,,,,,,,,コダックで,,"5 small rolls of 35mm negative (it appears, at least the image is in the negative). Fuji film JS. ",,,
4,Biological Cycle,生物学的サイクル,KN_011,,,NAKAJIMA Ko,中嶋興氏,"Biological Cycle, Beta dubmaster, version unknown.",生物学的サイクル　Beta dubmaster. Version unkonwn,,,,,,,Nakajima,Video,Betacam SP,,,,,,,,Sony BCT20M,,,20,NTSC,,,,,,,,,,,,,,,生物学的サイクル,生物学的サイクル、　サイクル　コピー２、,Tape is in good condition. ,,,
4,Biological Cycle,生物学的サイクル,KN_018,,,NAKAJIMA Ko,中嶋興氏,Biological Cycle.,生物学的サイクル,,,,,,,Nakajima,Video,Betacam SP,,,,,,,,BCT20M,,,20,NTSC,,,,,,,,,,,,,,,,生物学的サイクル,Tape is in good condition.,,,
4,Biological Cycle,生物学的サイクル,KN_006,,,NAKAJIMA Ko,中嶋興氏,"Biological Cycle Part 5, copy",生物学的サイクル　Part 5　コピー,,,,,,,Nakajima,Video,U-matic,,,,,,,,TEAC KCS,,,10,NTSC,,,,,,,,,,,,,,,生物学サイクル、　TOKYO JAPAN,Biological Cycle、　生物学的サイクルPart5、　スキャン一編、　コピー１回目、　バレエ、　赤坂STup,Tape is in good condition with a mild sticky shed smell. Housing is a plastic enclosure so a microclimate is likely. ,Biological Cycle Part 5 ,,
4,Biological Cycle,生物学的サイクル,KN_008,,,NAKAJIMA Ko,中嶋興氏,Biological Cycle Part 4,生物学的サイクル　Part 4,,,,,,,Nakajima,Video,U-matic,,,,,,,,Sony 60K,,,60,NTSC,,,,,,,,,,,,,,,生物学的サイクル、　アニピューターへ入力、　編集していない、　現版：オリジナル（編集すること）,生物学サイクル　OK分、　生物学的サイクル＊アニピューター通過　原編、　オリジナル,Tape is in good condition. Mild sticky shed smell,,,
4,Biological Cycle,生物学的サイクル,KN_012,,,NAKAJIMA Ko,中嶋興氏,"Biological Cycle Part 5, copy.",生物学的サイクル　Part 5　コピー,,,,,,00:09:00,Nakajima,Video,U-matic,,,,,,,,KCS-20K,,,20,NTSC,,,,,,,,,,,,,,,生物学的サイクル、　アニピュータ入力、　Biological Cycle PART5 By NAKAJIMA Ko,Biological cycle PART5、　９mint、　NTSC、　 By NAKAJIMA Ko、,Tape is in good condition. Possible micro-climate/sticky shed smell ,Biological Cycle Part 5,,
4,Biological Cycle,,KN_009,,,NAKAJIMA Ko,中嶋興氏,,,,,,,,00:09:00,Nakajima,Video,U-matic,,,,,,,,Victor KCS-20K,,,20,NTSC,,,,,,,,,,,,,,,,,Tape is in good conditon. Some dirt on outside of case. ,Biological Cycle Part 4,,
4,Biological Cycle Part 4,生物学的サイクル　パート４,KN_009,,,NAKAJIMA Ko,中嶋興氏,Biological Cycle Part 4. Exhibition use. Noise is bad.,生物学的サイクル　Part 4 展覧用。ノイズがひどい。,,,,,,00:09:00,Nakajima,Video,U-matic,,,,,,,,,,,,,,,,,,,,,,,,,,,生物学的サイクル４、　Biological cycle PART4、　９mint、　NTSC By NAKAJIMA Ko,Biological cycle PART4、　色がよくない、　９mint（NTSC） By NAKAJIMA Ko、　PART4作品、　アニピューターを通す前、　ノイブあり、,Tape is in good conditon. Some dirt on outside of case. ,Biological Cycle Part 4,,
4,Biological Cycle Part 5,生物学的サイクル　パート5,KN_020,,,NAKAJIMA Ko,中嶋興氏,"Biological Cycle, Par 5.",生物学的サイクル　Part 5,,,,,,,Nakajima,Video,Betacam SP,,,,,,,,,,,20,NTSC,,,,,,,,,,,,,,,B2623、　生物学的サイクル　パート５　BY KO NAKAJIAM,バイオロジカル　サイクル　パート、　生物学的サイクルパート、　By NAKAJIMA Ko、　中島興作品、　1971−1982、,Tape is in good condition.,appears to be multiple works on tape. ,,
4,Biological Cycle Part 5,生物学的サイクル　パート5,KN_010,,,NAKAJIMA Ko,中嶋興氏,"Biological Cycle Part 6, original.",生物学的サイクル　Part ６　オリジナル,,,,,,00:15:00,Nakajima,Video,U-matic,,,,,,,,Fuji KCS-20,,,20,NTSC,,,,,,,,,,,,,,,生物学的サイクル、　アニピューター通過分、　１５分、　NAKAJIMA Ko、　中島興,生物学的サイクル　パート６　オリジナル、　生物学的サイクル　アニピューター通過分、　花、　１４,Tape is in good condition. Housed in a 60min container. ,Biological Cycle 1 -4 (?),,
4,Biological Cycle Part 6,生物学的サイクル　パート6,KN_017,,,NAKAJIMA Ko,中嶋興氏,"Biological Cycle, Part 6.",生物学的サイクル　Part 6,,,,,,,Nakajima,Video,Beta,,,,,,,,,,,20,NTSC,,,,,,,,,,,,,,,生物学的サイクル　パート6　BY NAKAJIMA Ko,"NAKAJIMA Ko LIBRARY、　""BIOLOGYCAL CYCLE PART 6""、　© NAKAJIMA Ko、　BIOLOGYCAL CYCLE PART 5",Tape is in good condition.,"Biological Cycle 6. (note on label says 5 and 6, but 5 is corrected on the top label) ",,
4,Biological Cycle Part 6,生物学的サイクル　パート6,KN_019,,,NAKAJIMA Ko,中嶋興氏,"Biological Cycle, picture is good.",生物学的サイクル　画質良い,,,,,,,Nakajima,Video,Beta,,,,,,,,,,,20,NTSC,,,,,,,,,,,,,,,B2639,"NAKAJIMA Ko LIBRARY、　""BIOLOGYCAL CYCLE PART 6""、　© NAKAJIMA Ko、　BIOLOGYCAL CYCLE PART 6",Tape is in good condition. ,"NAKAJIMA Ko Library ""Biologycal Cycle Part 6"" ",,
4,Biological Cycle Part5,生物学的サイクル　パート５,KN_007,,,NAKAJIMA Ko,中嶋興氏,"Biological Cycle Part 5, original",生物学的サイクル　Part 5　オリジナル,,,,,,,Nakajima,Video,U-matic,,,,,,,,Sony KCS,,,20,NTSC,,,,,,,,,,,,,,,生物学的サイクルパート５　by　中島興、スキャ二編　'81、　バイヨロジカルサイクルパート５　by NAKAJIMA Ko,生物学的サイクルパート5、　生物学的サイクルパート５　オリジナル、　スキャニー編,Tape is in good condition. Mild sticky shed smell. Plastic container ,,,
4,Biological Cycle STOP version,生物学的サイクル STOP編,KN_014  ,,,NAKAJIMA Ko,中嶋興氏,"Biological Cycle, stopped version.",生物学的サイクル　ストップ版。,,,,,,,Nakajima,Video,U-matic,,,,,,,,KCS-20,,,20,NTSC,,,,,,,,,,,,,,,生物学的サイクル　ストップ編、　コピー１回目、　OK分,,Tape has mild sticky smell. ,,,
4,Biological Cycle STOP version,生物学的サイクル STOP編,KN_015,,,NAKAJIMA Ko,中嶋興氏,"Biological Cycle, stopped version.",生物学的サイクル　ストップ版,,,,,,,Nakajima,Video,U-matic,,,,,,,,TEAC KCS,,,10,NTSC,,,,,,,,,,,,,,,,Biological Cycle、　生物学的サイクル STOP編、　OK分,Tape is in good condition. Record tab removed. ,Biological Cycle. ,,
4,Biological Cycle STOP version,生物学的サイクル STOP編,KN_016,,,NAKAJIMA Ko,中嶋興氏,"Biological Cycle, stopped version, original",生物学的サイクル　ストップ編　オリジナル,,,,,,,Nakajima,Video,U-matic,,,,,,,,KCS-20,,,20,NTSC,,,,,,,,,,,,,,,,生物学的サイクル　ストップ編、　オリジナル、　OK分,Tape is in good condition with a small crack on right shell window. Mild sticky shed smell. ,,,
4,Biological Cycle,生物学的サイクル,KN_054,,,,,"Biological Cycle, 1971?",生物学的サイクル　71?,,,,Color,Sound / サウンド,,Nakajima,Film,16mm,,,Positive /　ポジ,Print /　プリント,,,,,,,300ft,,,,,,,,,,,,,,,,"By KoNakajiMa、　中島興　作品、　BIOLOGI CYCLE、　生物的サイクル、　オプティカル、　第１班、　インド、　No2、　CYCLE BIOLOGIQUE de NAKAJIMA Ko,　SEIBUTSUGAKUTEKI 　CYCLE、　１９８７、　tech. mixtes- 6mn 30 - (16mm)、　Une famille, le cycle des naissances et du temps qui fuit…",By NAKAJIMA Ko、　担当■■、　PD　掘田、　スタジオ　５１０、　生物学的サイクル、　使用日時　１０／３０、　By NAKAJIMA Ko、　中島興　作品、,Severly faded and vinegar smell. Stored on metal projection reel in 16mm shipping container. ,悪いコンディションにより「フィルム箱」に移動。In the Film Box because of bad condition,,
4,Biological Cycle,生物学的サイクル,KN_236,,,,,,,,,,,,,Nakajima,Video,U-matic,,,,,,,,Victor KCS-20K,,,20,NTSC,,,,,,,,,,,,,,,,,Tape looks in good condition but mild sticky shed smell and dust in container ,,,
5,My Life,マイ・ライフ,KN_064,,,,,"My Life, 1967-1992",マイライフ　1967–1992 期間分,,,,,,,Nakajima,Video,"1"" Type C",,,,,,,,V-16,,,,NTSC,,,,,,,,,,,,,,,マイ・ライフ、　１インチ元版、　My Life(NAKAJIMA Ko)、　’６７〜’９２　期間分、　中島興プロ、　’９２.１.１８、　27’41”,My Life、　’６７〜’９２、　中島興プロ、　TAPE　No ３３９２７６N1、　REC DATE 　’９１.１．１８、　REC　ENG　白井、　BVH-3000、　　V-5、　EED、　NDF、　VITC　ON、　STEREO、　１ｃｈ　Master、　２ｃｈ　Tamaji,Tape is in good condition. ,Paper material (log sheet) inside reel,,
5,My Life,マイ・ライフ７６、玉（ムスメ）生まれる,KN_074,,,,,My Life,マイライフ,,,,,,,Nakajima,Video,"1/2"" Open-Reel",,,,,,,,Victor ,,,30,NTSC,,,,,,,,,,,,,,,マイ・ライフ７６、玉（ムスメ）生まれる,1971・１・４、玉路生まれる、No1,Tape is in good condition. Uneven wind.  ,,,
5,My Life,マイ・ライフ７６、玉（ムスメ）七五三,KN_075,,,,,My Life,マイライフ,,,,,,,Nakajima,Video,"1/2"" Open-Reel",,,,,,,,Victor ,,,30,NTSC,,,,,,,,,,,,,,,マイ・ライフ７６、玉（ムスメ）七五三,タマジ、七五三、1979・11・25、,Tape is in good condition. Uneven wind.  ,,,
5,My Life,マイ・ライフ素材,KN_076,,,,,My Life,マイライフ,,,,,,,Nakajima,Video,"1/2"" Open-Reel",,,,,,,,V601,,,30,NTSC,,,,,,,,,,,,,,,マイ・ライフ、スタジオ下、母、息子、中島、素材,玉路の生まれる前のスタジオ撮影、後半はみはとちゃんと玉路の退院,Tape is in good condition. Uneven wind.  ,,,
5,My Life,マイ・ライフ,KN_077,,,,,My Life,マイライフ,,,,,,,Nakajima,Video,"1/2"" Open-Reel",,,,,,,,,,,30,NTSC,,,,,,,,,,,,,,,ケンゴ、入学式、77年4.6.、マイ・ライフ、素材　77入学式,,Tape is in good condition. Uneven wind.  ,,,
5,My Life,マイ・ライフ,KN_078,,,,,My Life,マイライフ,,,,,,,Nakajima,Video,"1/2"" Open-Reel",,,,,,,,V601,,,30,NTSC,,,,,,,,,,,,,,,マイ・ライフ、素材　77　保育、中嶋健豪1977年3月,,Tape is in good condition. Uneven wind.  ,,,
5,My Life,マイ・ライフ素材,KN_079,,,,,My Life,マイライフ,,,,,,,Nakajima,Video,"1/2"" Open-Reel",,,,,,,,Victor,,,30,NTSC,,,,,,,,,,,,,,,マイ・ライフ素材、73保育園,1976・10・17、保育園運動会,Tape is in good condition. Uneven wind.  ,,,
5,My Life,マイ・ライフ,KN_080,,,,,My Life,マイライフ,,,,,,,Nakajima,Video,"1/2"" Open-Reel",,,,,,,,Victor,,,30,NTSC,,,,,,,,,,,,,,,マイ・ライフ、ケンゴーイトエ休、母の退院にて、ケンゴー、タモリ・タエ、墓の前,くまもと母,Tape is in good condition. Uneven wind.  ,,,
5,My Life,マイ・ライフ,KN_081,,,,,My Life,マイライフ,,,,,,,Nakajima,Video,"1/2"" Open-Reel",,,,,,,,Scotch 3M,,,30,NTSC,,,,,,,,,,,,,,,母の回忌一年目の式、マイ・ライフ素材,,Tape is in good condition. Uneven wind.  ,,,
5,My Life,マイ・ライフ,KN_082,,,,,My Life,マイライフ,,,,,,,Nakajima,Video,"1/2"" Open-Reel",,,,,,,,Victor,,,30,NTSC,,,,,,,,,,,,,,,母のそう式、マイ･ライフ、母のそうしき,,"Tape is in good condition. In plastic container, possible micro-climate",,,
5,My Life,マイ・ライフ素材,KN_083,,,,,My Life,マイライフ,,,,,,,Nakajima,Video,"1/2"" Open-Reel",,,,,,,,Victor,,,30,NTSC,,,,,,,,,,,,,,,マイ・ライフ素材、ムスメ生まれる,198010月タマジ運動会,Tape is in good condition. Uneven wind.  Mold Visible on reel,,,
5,My Life,マイ・ライフ,KN_084,,,,,My Life,マイライフ,,,,,,,Nakajima,Video,"1/2"" Open-Reel",,,,,,,,,,,,NTSC,,,,,,,,,,,,,,,タマジ80年、ビル・ビオラ＋個展のカタヅケのカット,,Tape is in good condition. Stored in cardboard container. ,,,
5,My Life,マイ・ライフ素材,KN_085,,,,,My Life,マイライフ,,,,,,,Nakajima,Video,"1/2"" Open-Reel",,,,,,,,Sony,,,30,NTSC,,,,,,,,,,,,,,,マイ・ライフ素材80年、ケンゴウ1980年春の運動会,,Tape is in good condition. Uneven wind.  Mold Visible on reel,,,
5,My Life,マイ・ライフ素材,KN_086,,,,,My Life,マイライフ,,,,,,,Nakajima,Video,"1/2"" Open-Reel",,,,,,,,Victor,,,30,NTSC,,,,,,,,,,,,,,,カブスカート、ケンゴウ入団式、マイ・ライフ、素材76,,Tape is in good condition. Uneven wind. ,,,
5,My Life,マイ・ライフ,KN_087,,,,,My Life,マイライフ,,,,,,,Nakajima,Video,"1/2"" Open-Reel",,,,,,,,Victor,,,30,NTSC,,,,,,,,,,,,,,,マイ・ライフ77　素材、ケンゴー小2生運動会。,,Tape is in fair condition. Stored in cardboard box ,,,
5,My Life,マイ・ライフ,KN_088,,,,,My Life,マイライフ,,,,,,,Nakajima,Video,"1/2"" Open-Reel",,,,,,,,,,,30,NTSC,,,,,,,,,,,,,,,マイ・ライフ、玉（ムスメ）素材,,Tape in fair  condition. Scotch taped down on reel. Stored in cardboard box ,,,
5,My Life,マイ・ライフ,KN_089,,,,,My Life,マイライフ,,,,,,,Nakajima,Video,"1/2"" Open-Reel",,,,,,,,Victor,,,30,NTSC,,,,,,,,,,,,,,,マイ・ライフ、素材1977,,Tape is in good condition. Stored in cardboard container. ,,,
5,My Life,マイ・ライフ,KN_090,,,,,My Life,マイライフ,,,,,,,Nakajima,Video,"1/2"" Open-Reel",,,,,,,,Victor,,,30,NTSC,,,,,,,,,,,,,,,マイ・ライフ、ケンゴウ（長男）熊本へ、母のベッドで、ケンゴー熊本行き,,Tape is in good condition. Stored in cardboard container. ,,,
5,My Life,マイ・ライフ,KN_091,,,,,My Life,マイライフ,,,,,,,Nakajima,Video,"1/2"" Open-Reel",,,,,,,,Sony,,,30,NTSC,,,,,,,,,,,,,,,マイ・ライフ、素材　76、ケンゴー1年生　運動会,,"Tape is in good condition. In plastic container, possible micro-climate",,,
5,My Life,マイ・ライフ,KN_092,,,,,My Life,マイライフ,,,,,,,Nakajima,Video,"1/2"" Open-Reel",,,,,,,,Sony,,,30,NTSC,,,,,,,,,,,,,,,マイ・ライフ素材、玉（ムスメ）1977、一九七六第一回目、第二回目一九七七五月九日、第三回目一九七八年二月二十日（月）、八月十三日（日）第4回目,,Tape is in good condition. ,,,
5,My Life,マイ・ライフ,KN_066,,,,,My Life,マイライフ,,,,,,,Nakajima,Video,Betacam SP,,,,,,,,BCT30M,,,20,NTSC,,,,,,,,,,,,,,,玉、　運動会　’８１年、　少しノイズあり、　玉　’８１　運動会、　玉ちゃん　’８１素材、,１９９１.３.１９、　No10、　タマ　運動会、　少々ノイズの中にあり、　８１年度、,Tape is in good condition. ,,,
5,My Life,マイ・ライフ,KN_067,,,,,My Life,マイライフ,,,,,,,Nakajima,Video,Betacam SP,,,,,,,,BCT30M,,,20,NTSC,,,,,,,,,,,,,,,マイライフ素材、　枡田又善おじ（橋立にて）、　タモリ・イトエ・ミカ・健太郎、,又善おじ、たもり、みか、健太郎、いとえ、又善おじ　もどる、　R-1、,Tape is in good condition. ,,,
5,My Life,マイ・ライフ,KN_068,,,,,My Life,マイライフ,,,,,,,Nakajima,Video,Betacam SP,,,,,,,,BCT30M,,,30,NTSC,,,,,,,,,,,,,,,玉ちゃん　’８０　運動会、　素材、,No11、　８０年、　タマ、　運動会、,Tape is in good condition. ,,,
5,My Life,マイ・ライフ,KN_069,,,,,My Life,マイライフ,,,,,,,Nakajima,Video,Betacam SP,,,,,,,,BCT30M,,,30,NTSC,,,,,,,,,,,,,,,玉、　マイ・ライフ素材、　No4の終り、少々入り、　玉　６才、　マタニティー産院入、　中島興、　入り、　生れ　ところ、たまじ　６才、,NO5、　NO4の終りが少し、　東京マタニイー産院の入口より、　中島入り　生まれるところ、,Tape is in good condition.,,,
5,My Life,マイ・ライフ,KN_071,,,,,My Life,マイライフ,,,,,,,Nakajima,Video,Betacam SP,,,,,,,,BCT30M,,,20,NTSC,,,,,,,,,,,,,,,玉・産院お向かえ、　みはと、　都美子、,１９９１.３.１９、　NO4、　１スタジオ　はだか、　病院タマジ、　アップ→都美子ベッド→みはと→終り、　５分、　NO5,Tape is in good condition,,,
5,My Life,マイ・ライフ　素材,KN_072,,,,,My Life,マイライフ,,,,,,,Nakajima,Video,Betacam SP,,,,,,,,BCT30M,,,20,NTSC,,,,,,,,,,,,,,,玉’８１、運動会、ケンゴー玉入り,８１年運動会、玉＋ケンゴー運動会風景,Tape is in good condition,,,
5,My Life,マイ・ライフ,KN_242,,,,,,,,,,,,,Nakajima,Video,U-matic,,,,,,,,Sony KSP-30,,,60,NTSC,,,,,,,,,,,,,,,,,Tape appears to be in good condition but clear sticky shed smell and dust/particulate in container. ,,,
5,My Life,マイ・ライフ,KN_098,,,,,My Life,マイライフ,,,,,,,Nakajima,Video,U-matic,,,,,,,,Victor KCA-30,,,60,NTSC,,,,,,,,,,,,,,,母のそう式、マイ・ライフ素材,,Tape is in ok condition. Possible sticky shed ,,,
